record_type,time,type,peer_address,prefix,next-hop,communities,as-path,filename,title
update,1203884896.0,A,206.223.115.47,208.65.153.128/25,206.223.115.47,"{'19151:2000', '19151:65030', '19151:62006', '36561:1'}",19151 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
update,1203884896.0,A,206.223.115.47,208.65.153.0/25,206.223.115.47,"{'19151:2000', '19151:65030', '19151:62006', '36561:1'}",19151 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
update,1203885017.0,A,206.223.115.47,208.65.153.128/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
update,1203885017.0,A,206.223.115.47,208.65.153.0/24,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
update,1203885017.0,A,206.223.115.47,208.65.153.0/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.26,208.65.152.0/22,206.223.115.26,"{'16559:500', '16559:65503'}",16559 174 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.19,208.65.152.0/22,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.47,208.65.152.0/22,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.7,208.65.152.0/22,206.223.115.7,{'6730:6234'},6730 174 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.12,208.65.152.0/22,206.223.115.12,"{'2914:2000', '2914:420', '65504:174', '2914:3000'}",2914 174 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.47,208.65.153.0/24,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.26,208.65.153.0/24,206.223.115.26,"{'16559:65401', '16559:400'}",16559 3491 17557,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.7,208.65.153.0/24,206.223.115.7,{'6730:6234'},6730 3491 17557,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.19,208.65.153.0/24,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.12,208.65.153.0/24,206.223.115.12,"{'2914:2000', '2914:420', '65504:3491', '2914:3000'}",2914 3491 17557,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.47,208.65.153.0/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203885470.0,R,206.223.115.47,208.65.153.128/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
update,1203886337.0,A,206.223.115.12,208.65.153.0/24,206.223.115.12,"{'2914:2000', '2914:420', '65504:3549', '2914:3000'}",2914 3549 36561,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
update,1203886342.0,A,206.223.115.26,208.65.153.0/24,206.223.115.26,"{'16559:65401', '16559:400'}",16559 3491 17557 17557,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
update,1203886366.0,A,206.223.115.7,208.65.153.0/24,206.223.115.7,{'6730:6234'},6730 3491 17557 17557,pakistan_1_2008-02-24 20:00:00_2008-02-24 21:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.26,208.65.152.0/22,206.223.115.26,"{'16559:500', '16559:65503'}",16559 174 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.19,208.65.152.0/22,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.47,208.65.152.0/22,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.7,208.65.152.0/22,206.223.115.7,{'6730:6234'},6730 174 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.12,208.65.152.0/22,206.223.115.12,"{'2914:2000', '2914:420', '65504:174', '2914:3000'}",2914 174 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.26,208.65.153.0/24,206.223.115.26,"{'16559:500', '16559:65502'}",16559 3356 3549 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.47,208.65.153.0/24,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.7,208.65.153.0/24,206.223.115.7,{'6730:6100'},6730 5400 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.19,208.65.153.0/24,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.12,208.65.153.0/24,206.223.115.12,"{'2914:2000', '2914:420', '65504:3549', '2914:3000'}",2914 3549 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.47,208.65.153.0/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203964821.0,R,206.223.115.47,208.65.153.128/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 18:00:00_2008-02-25 19:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.26,208.65.152.0/22,206.223.115.26,"{'16559:500', '16559:65503'}",16559 174 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.19,208.65.152.0/22,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.47,208.65.152.0/22,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.7,208.65.152.0/22,206.223.115.7,{'6730:6234'},6730 174 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.12,208.65.152.0/22,206.223.115.12,"{'2914:2000', '2914:420', '65504:174', '2914:3000'}",2914 174 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.26,208.65.153.0/24,206.223.115.26,"{'16559:500', '16559:65502'}",16559 3356 3549 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.47,208.65.153.0/24,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.7,208.65.153.0/24,206.223.115.7,{'6730:6100'},6730 5400 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.19,208.65.153.0/24,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.12,208.65.153.0/24,206.223.115.12,"{'2914:2000', '2914:420', '65504:3549', '2914:3000'}",2914 3549 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.47,208.65.153.0/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
rib,1203914325.0,R,206.223.115.47,208.65.153.128/25,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561,pakistan_1_2008-02-25 04:00:00_2008-02-25 05:00:00.csv,pakistan_1
